Unnamed: 0,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
594,Paul Valthaty,46,31,148.38,4,3,RR,IS Bindra Stadium,21 April 2011,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
595,Yusuf Pathan,22,15,146.66,4,0,DEC,Eden Gardens,11 April 2011,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
596,Suresh Raina,73,50,146.0,4,6,RCB,Wankhede Stadium,24 May 2011,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
597,Brendon McCullum,47,33,142.42,4,3,CSK,Jawaharlal Nehru Stadium,18 April 2011,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
598,Dinesh Karthik,27,19,142.1,4,0,DC,HPCA Stadium,15 May 2011,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
599,Brendon McCullum,45,32,140.62,4,2,RCB,Jawaharlal Nehru Stadium,09 April 2011,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
600,Ajinkya Rahane,98,66,148.48,16,1,PBKS,Sawai Mansingh Stadium,06 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
601,Murali Vijay,113,58,194.82,15,4,DC,Chidambaram,25 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
602,Virender Sehwag,73,38,192.1,12,1,RR,Sawai Mansingh Stadium,01 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
603,Rohit Sharma,109,60,181.66,12,5,KKR,Eden Gardens,12 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
604,Ajinkya Rahane,103,60,171.66,12,5,RCB,M. Chinnaswamy Stadium,15 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
605,Sachin Tendulkar,74,44,168.18,11,1,CSK,Wankhede Stadium,06 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
606,David Warner,109,54,201.85,10,7,DEC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
607,Virender Sehwag,87,48,181.25,10,3,PWI,Maharashtra Cricket Association's International Stadium,24 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
608,David Warner,79,44,179.54,10,4,PBKS,HPCA Stadium,19 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
609,Shane Watson,90,51,176.47,10,4,PWI,Maharashtra Cricket Association's International Stadium,08 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
610,Kumar Sangakkara,82,52,157.69,10,2,PWI,Barabati Stadium,01 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
611,Dwayne Smith,87,58,150.0,10,3,RR,Sawai Mansingh Stadium,20 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
612,Shikhar Dhawan,73,52,140.38,10,1,RCB,M. Chinnaswamy Stadium,06 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
613,Tillakaratne Dilshan,76,58,131.03,10,1,RR,Sawai Mansingh Stadium,23 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
614,Gautam Gambhir,93,51,182.35,9,5,RCB,Eden Gardens,28 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
615,Shikhar Dhawan,84,49,171.42,9,5,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
616,Gautam Gambhir,64,39,164.1,9,1,RCB,M. Chinnaswamy Stadium,10 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
617,Robin Uthappa,69,45,153.33,9,2,RCB,M. Chinnaswamy Stadium,17 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
618,Cameron White,77,53,145.28,9,2,CSK,Chidambaram,04 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
619,Adam Gilchrist,64,46,139.13,9,2,CSK,HPCA Stadium,17 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
620,Virat Kohli,73,53,137.73,9,1,DC,Arun Jaitley Stadium,17 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
621,Ajinkya Rahane,84,63,133.33,9,1,DC,Arun Jaitley Stadium,29 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
622,Virender Sehwag,73,39,187.17,8,4,MI,Arun Jaitley Stadium,27 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
623,Manvinder Bisla,89,48,185.41,8,5,CSK,Chidambaram,27 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
624,Cameron White,67,41,163.41,8,1,PBKS,IS Bindra Stadium,13 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
625,Virender Sehwag,63,39,161.53,8,2,RR,Arun Jaitley Stadium,29 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
626,Mandeep Singh,75,48,156.25,8,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,08 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
627,Chris Gayle,87,56,155.35,8,4,PBKS,IS Bindra Stadium,20 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
628,Rahul Dravid,58,42,138.09,8,0,RCB,Sawai Mansingh Stadium,23 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
629,Tillakaratne Dilshan,71,54,131.48,8,2,DEC,M. Chinnaswamy Stadium,06 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
630,Mahela Jayawardena,55,42,130.95,8,0,MI,Arun Jaitley Stadium,27 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
631,Michael Hussey,49,39,125.64,8,1,MI,M. Chinnaswamy Stadium,23 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
632,Shikhar Dhawan,52,43,120.93,8,0,RR,Sawai Mansingh Stadium,17 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
633,Subramaniam Badrinath,57,48,118.75,8,0,PWI,Chidambaram,19 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
634,Rahul Dravid,46,39,117.94,8,0,PBKS,IS Bindra Stadium,05 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
635,Brendon McCullum,43,37,116.21,8,0,RCB,Eden Gardens,28 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
636,Mahela Jayawardena,56,49,114.28,8,0,PBKS,Arun Jaitley Stadium,15 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
637,Ross Taylor,55,26,211.53,7,2,RCB,Arun Jaitley Stadium,17 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
638,Chris Gayle,128,62,206.45,7,13,DC,Arun Jaitley Stadium,17 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
639,Rahul Dravid,42,24,175.0,7,1,DEC,Sawai Mansingh Stadium,17 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
640,Cameron White,65,40,162.5,7,2,DC,Rajiv Gandhi Intl. Cricket Stadium,10 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
641,Gautam Gambhir,66,44,150.0,7,1,PBKS,IS Bindra Stadium,18 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
642,Jesse Ryder,86,58,148.27,7,4,DC,Arun Jaitley Stadium,21 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
643,Chris Gayle,86,58,148.27,7,6,KKR,Eden Gardens,28 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
644,Manish Pandey,80,56,142.85,7,3,DC,Maharashtra Cricket Association's International Stadium,24 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
645,Dinesh Karthik,40,28,142.85,7,0,DC,Arun Jaitley Stadium,27 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
646,Jacques Kallis,69,49,140.81,7,1,CSK,Chidambaram,27 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
647,Rahul Dravid,57,43,132.55,7,0,DC,Sawai Mansingh Stadium,01 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
648,Michael Clarke,41,31,132.25,7,0,DEC,Barabati Stadium,01 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
649,Jacques Kallis,79,60,131.66,7,3,MI,Eden Gardens,12 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
650,Ajinkya Rahane,42,32,131.25,7,0,DC,Sawai Mansingh Stadium,01 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
651,Jesse Ryder,73,56,130.35,7,1,CSK,Maharashtra Cricket Association's International Stadium,14 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
652,Ajinkya Rahane,61,47,129.78,7,0,PWI,Sawai Mansingh Stadium,13 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
653,Brendon McCullum,56,44,127.27,7,0,DC,Arun Jaitley Stadium,07 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
654,Manoj Tiwary,59,49,120.4,7,0,RR,Sawai Mansingh Stadium,08 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
655,Shaun Marsh,64,54,118.51,7,1,PWI,IS Bindra Stadium,12 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
656,Herschelle Gibbs,66,58,113.79,7,2,KKR,Eden Gardens,12 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
657,MS Dhoni,51,20,255.0,6,2,MI,M. Chinnaswamy Stadium,23 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
658,Brad Hodge,48,21,228.57,6,2,DEC,Sawai Mansingh Stadium,17 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
659,Mayank Agarwal,64,30,213.33,6,4,MI,M. Chinnaswamy Stadium,14 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
660,Kieron Pollard,64,33,193.93,6,4,RR,Wankhede Stadium,11 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
661,Kevin Pietersen,50,26,192.3,6,3,MI,Arun Jaitley Stadium,27 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
662,Shane Watson,58,31,187.09,6,4,PWI,Sawai Mansingh Stadium,13 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
663,Cameron White,78,46,169.56,6,5,PWI,Maharashtra Cricket Association's International Stadium,26 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
664,Chris Gayle,71,42,169.04,6,4,PBKS,M. Chinnaswamy Stadium,02 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
665,Kevin Pietersen,103,64,160.93,6,9,DEC,Arun Jaitley Stadium,19 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
666,James Franklin,79,51,154.9,6,4,PBKS,Wankhede Stadium,22 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
667,AB de Villiers,64,42,152.38,6,2,DC,M. Chinnaswamy Stadium,07 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
668,Ambati Rayudu,81,54,150.0,6,4,RCB,M. Chinnaswamy Stadium,14 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
669,Gautam Gambhir,62,43,144.18,6,3,CSK,Eden Gardens,14 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
670,Mandeep Singh,43,30,143.33,6,1,RCB,M. Chinnaswamy Stadium,02 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
671,Richard Levi,50,35,142.85,6,3,CSK,Chidambaram,04 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
672,Faf du Plessis,73,52,140.38,6,2,RR,Chidambaram,21 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
673,AB de Villiers,52,39,133.33,6,0,PBKS,IS Bindra Stadium,20 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
674,Rohit Sharma,60,46,130.43,6,2,CSK,Wankhede Stadium,06 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
675,Mahela Jayawardena,40,33,121.21,6,0,KKR,Maharashtra Cricket Association's International Stadium,22 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
676,Gautam Gambhir,63,52,121.15,6,1,CSK,Chidambaram,30 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
677,Subramaniam Badrinath,47,39,120.51,6,1,MI,M. Chinnaswamy Stadium,23 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
678,Tillakaratne Dilshan,53,44,120.45,6,1,PWI,Maharashtra Cricket Association's International Stadium,11 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
679,Sachin Tendulkar,58,51,113.72,6,0,RR,Sawai Mansingh Stadium,20 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
680,Robin Uthappa,60,58,103.44,6,0,DC,Maharashtra Cricket Association's International Stadium,24 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
681,AB de Villiers,47,17,276.47,5,3,DEC,M. Chinnaswamy Stadium,06 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
682,Owais Shah,60,26,230.76,5,5,RCB,M. Chinnaswamy Stadium,15 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
683,Owais Shah,76,42,180.95,5,5,MI,Wankhede Stadium,11 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
684,Virender Sehwag,57,32,178.12,5,4,PWI,Arun Jaitley Stadium,21 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
685,Mandeep Singh,21,12,175.0,5,0,DC,Arun Jaitley Stadium,15 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
686,Dinesh Karthik,35,20,175.0,5,0,PBKS,Wankhede Stadium,22 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
687,Mayank Agarwal,45,26,173.07,5,3,CSK,Chidambaram,12 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
688,Dwayne Smith,38,22,172.72,5,2,CSK,M. Chinnaswamy Stadium,23 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
689,Shaun Marsh,68,40,170.0,5,3,MI,Wankhede Stadium,22 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
690,Kieron Pollard,52,31,167.74,5,3,RCB,M. Chinnaswamy Stadium,14 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
691,Parthiv Patel,45,27,166.66,5,1,DC,Arun Jaitley Stadium,19 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
692,Robin Uthappa,38,23,165.21,5,1,RCB,Maharashtra Cricket Association's International Stadium,11 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
693,Ambati Rayudu,62,39,158.97,5,3,DC,Arun Jaitley Stadium,27 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
694,Faf du Plessis,71,46,154.34,5,4,RCB,Chidambaram,12 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
695,Shikhar Dhawan,44,29,151.72,5,1,DC,Arun Jaitley Stadium,19 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
696,Harbhajan Singh,33,22,150.0,5,1,DC,Wankhede Stadium,16 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
697,Murali Vijay,36,25,144.0,5,1,KKR,Eden Gardens,14 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
698,Ajinkya Rahane,44,31,141.93,5,1,DEC,Sawai Mansingh Stadium,17 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
699,Mandeep Singh,28,20,140.0,5,0,DEC,IS Bindra Stadium,13 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
700,Chris Gayle,82,59,138.98,5,6,MI,Wankhede Stadium,09 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
701,Nitin Saini,50,36,138.88,5,0,RCB,M. Chinnaswamy Stadium,02 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
702,Kumar Sangakkara,44,32,137.5,5,1,RR,Sawai Mansingh Stadium,17 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
703,Mandeep Singh,34,25,136.0,5,0,RR,Sawai Mansingh Stadium,06 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
704,Suresh Raina,23,17,135.29,5,0,RR,Sawai Mansingh Stadium,10 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
705,Faf du Plessis,43,33,130.3,5,2,PWI,Maharashtra Cricket Association's International Stadium,14 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
706,Shaun Marsh,34,27,125.92,5,1,RR,IS Bindra Stadium,05 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
707,Virat Kohli,57,46,123.91,5,2,CSK,Chidambaram,12 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
708,Mithun Manhas,42,34,123.52,5,0,MI,Maharashtra Cricket Association's International Stadium,03 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
709,Nitin Saini,30,25,120.0,5,0,MI,Wankhede Stadium,22 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
710,Murali Vijay,48,40,120.0,5,1,DC,Chidambaram,12 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
711,Steve Smith,37,31,119.35,5,0,RR,Sawai Mansingh Stadium,13 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
712,Michael Hussey,38,32,118.75,5,1,DC,Chidambaram,12 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
713,Siddharth Chitnis,38,32,118.75,5,1,DC,HPCA Stadium,19 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
714,Sourav Ganguly,41,35,117.14,5,1,DC,Arun Jaitley Stadium,21 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
715,Mandeep Singh,24,21,114.28,5,0,CSK,HPCA Stadium,17 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
716,David Hussey,40,35,114.28,5,1,DC,Arun Jaitley Stadium,15 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
717,Sourav Ganguly,45,40,112.5,5,1,DEC,Barabati Stadium,01 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
718,Mandeep Singh,56,50,112.0,5,1,CSK,Chidambaram,28 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
719,Aaron Finch,30,27,111.11,5,0,KKR,Eden Gardens,05 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
720,Rahul Dravid,39,36,108.33,5,0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
721,Rohit Sharma,29,27,107.4,5,0,DC,Wankhede Stadium,16 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
722,Rahul Dravid,40,38,105.26,5,0,DC,Arun Jaitley Stadium,29 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
723,Rahul Dravid,28,27,103.7,5,0,KKR,Eden Gardens,13 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
724,Brendon McCullum,42,43,97.67,5,1,PWI,Eden Gardens,05 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
725,Brendon McCullum,41,43,95.34,5,0,PWI,Maharashtra Cricket Association's International Stadium,19 May 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
726,Steve Smith,34,13,261.53,4,2,DC,Arun Jaitley Stadium,21 April 2012,All,Most Fours Per Innings,Most Fours Per Innings All Seasons Combine.csv
