Unnamed: 0,Player,Ov,Runs,Wkts,Dots,Econ,SR,Against,Venue,Match Date,Year,Metric,Source_File
13,Ishant Sharma,3.0,9,1,12,3.0,18.0,DEC,Eden Gardens,20 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
14,Ashok Dinda,4.0,12,1,15,3.0,24.0,MI,Eden Gardens,29 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
15,Yusuf Pathan,3.0,9,0,10,3.0,0.0,MI,Sawai Mansingh Stadium,26 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
16,Muttiah Muralitharan,4.0,12,0,14,3.0,0.0,KKR,Chidambaram,26 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
17,Glenn McGrath,4.0,12,0,16,3.0,0.0,RR,Sawai Mansingh Stadium,11 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
18,Shane Watson,2.0,6,0,7,3.0,0.0,RCB,Sawai Mansingh Stadium,17 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
19,MF Maharoof,4.0,13,2,11,3.25,12.0,RCB,M. Chinnaswamy Stadium,19 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
20,Shane Watson,3.0,10,3,12,3.33,6.0,DC,Wankhede Stadium,30 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
21,Sohail Tanvir,4.0,14,6,16,3.5,4.0,CSK,Sawai Mansingh Stadium,04 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
22,Sohail Tanvir,4.0,14,4,15,3.5,6.0,MI,Sawai Mansingh Stadium,26 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
23,Sanath Jayasuriya,4.0,14,3,14,3.5,8.0,KKR,Eden Gardens,29 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
24,Anil Kumble,4.0,14,3,13,3.5,8.0,CSK,Chidambaram,21 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
25,Manpreet Gony,4.0,14,2,16,3.5,12.0,PBKS,Wankhede Stadium,31 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
26,Ashok Dinda,2.0,7,1,7,3.5,12.0,RCB,M. Chinnaswamy Stadium,18 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
27,Dale Steyn,4.0,14,1,17,3.5,24.0,MI,M. Chinnaswamy Stadium,28 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
28,Shoaib Akhtar,3.0,11,4,12,3.66,4.5,DC,Eden Gardens,13 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
29,Glenn McGrath,4.0,15,2,16,3.75,12.0,RCB,M. Chinnaswamy Stadium,19 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
30,RP Singh,4.0,15,2,14,3.75,12.0,MI,DY Patil Stadium,27 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
31,Vikram Singh,4.0,15,1,10,3.75,24.0,RCB,IS Bindra Stadium,12 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
32,Jacques Kallis,4.0,15,0,13,3.75,0.0,CSK,Chidambaram,21 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
33,Irfan Pathan,3.2,13,1,14,3.9,20.0,RCB,M. Chinnaswamy Stadium,05 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
34,Shanthakumaran Sreesanth,4.0,16,2,17,4.0,12.0,RCB,M. Chinnaswamy Stadium,05 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
35,Munaf Patel,4.0,16,2,12,4.0,12.0,CSK,Sawai Mansingh Stadium,04 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
36,Piyush Chawla,4.0,16,2,15,4.0,12.0,MI,IS Bindra Stadium,25 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
37,RP Singh,3.0,12,2,10,4.0,9.0,CSK,Chidambaram,06 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
38,Shaun Pollock,4.0,16,2,15,4.0,12.0,DC,DY Patil Stadium,04 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
39,Dale Steyn,4.0,16,0,14,4.0,0.0,PBKS,M. Chinnaswamy Stadium,05 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
40,Sanath Jayasuriya,2.0,8,0,5,4.0,0.0,RR,Sawai Mansingh Stadium,26 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
41,Sohail Tanvir,3.1,13,0,13,4.1,0.0,MI,DY Patil Stadium,07 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
42,Amit Mishra,4.0,17,5,11,4.25,4.8,DEC,Arun Jaitley Stadium,15 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
43,Munaf Patel,4.0,17,3,16,4.25,8.0,DC,Wankhede Stadium,30 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
44,Zaheer Khan,4.0,17,2,13,4.25,12.0,MI,Wankhede Stadium,20 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
45,Rajat Bhatia,4.0,17,2,12,4.25,12.0,RR,Arun Jaitley Stadium,19 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
46,Shaun Pollock,4.0,17,0,10,4.25,0.0,RCB,Wankhede Stadium,20 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
47,Manpreet Gony,4.0,17,0,13,4.25,0.0,KKR,Eden Gardens,18 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
48,Ashish Nehra,3.0,13,3,12,4.33,6.0,RR,DY Patil Stadium,07 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
49,Dwayne Bravo,3.0,13,2,12,4.33,9.0,KKR,Wankhede Stadium,16 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
50,Amit Mishra,3.0,13,0,7,4.33,0.0,KKR,Eden Gardens,13 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
51,Dilhara Fernando,4.0,18,4,16,4.5,6.0,RCB,M. Chinnaswamy Stadium,28 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
52,Pragyan Ojha,4.0,18,2,11,4.5,12.0,KKR,Eden Gardens,20 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
53,Anil Kumble,4.0,18,2,12,4.5,12.0,DC,M. Chinnaswamy Stadium,19 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
54,Irfan Pathan,4.0,18,2,15,4.5,12.0,KKR,IS Bindra Stadium,03 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
55,Manpreet Gony,4.0,18,1,14,4.5,24.0,MI,Chidambaram,23 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
56,Yusuf Pathan,2.0,9,0,6,4.5,0.0,CSK,Sawai Mansingh Stadium,04 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
57,Lakshmipathy Balaji,2.0,9,0,9,4.5,0.0,MI,Wankhede Stadium,14 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
58,Murali Kartik,3.4,17,3,14,4.63,7.33,DEC,Eden Gardens,20 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
59,Shaun Pollock,3.0,14,1,10,4.66,18.0,PBKS,Wankhede Stadium,21 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
60,Jacques Kallis,3.0,14,0,5,4.66,0.0,PBKS,M. Chinnaswamy Stadium,05 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
61,Shane Warne,4.0,19,3,11,4.75,8.0,PBKS,Sawai Mansingh Stadium,21 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
62,Dale Steyn,4.0,19,2,12,4.75,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
63,Mohammad Asif,4.0,19,2,16,4.75,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
64,Irfan Pathan,4.0,19,2,15,4.75,12.0,MI,IS Bindra Stadium,25 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
65,Daniel Vettori,4.0,19,1,8,4.75,24.0,RCB,Arun Jaitley Stadium,30 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
66,Muttiah Muralitharan,4.0,19,1,12,4.75,24.0,PBKS,Wankhede Stadium,31 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
67,Shane Watson,4.0,19,1,17,4.75,24.0,CSK,Sawai Mansingh Stadium,04 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
68,Muttiah Muralitharan,4.0,19,1,11,4.75,24.0,RCB,Chidambaram,21 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
69,Scott Styris,4.0,19,0,14,4.75,0.0,KKR,Eden Gardens,20 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
70,Shane Warne,4.0,20,2,9,5.0,12.0,DEC,Sawai Mansingh Stadium,09 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
71,Shane Watson,4.0,20,2,15,5.0,12.0,RCB,M. Chinnaswamy Stadium,26 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
72,Muttiah Muralitharan,4.0,20,1,13,5.0,24.0,RR,Sawai Mansingh Stadium,04 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
73,Manpreet Gony,3.0,15,1,9,5.0,18.0,DEC,Chidambaram,06 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
74,RP Singh,3.0,15,1,9,5.0,18.0,KKR,Eden Gardens,20 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
75,Ramesh Powar,4.0,20,1,12,5.0,24.0,DEC,IS Bindra Stadium,23 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
76,RP Singh,3.0,15,0,9,5.0,0.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,25 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
77,Ashok Dinda,2.0,10,0,5,5.0,0.0,CSK,Eden Gardens,18 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
78,Dhawal Kulkarni,3.0,15,0,7,5.0,0.0,KKR,Eden Gardens,29 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
79,Shahid Afridi,2.0,10,0,5,5.0,0.0,RR,Sawai Mansingh Stadium,09 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
80,Vinay Kumar,3.0,15,0,8,5.0,0.0,KKR,Eden Gardens,08 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
81,Dale Steyn,4.0,20,0,13,5.0,0.0,DEC,M. Chinnaswamy Stadium,03 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
82,Sunil Joshi,2.0,10,0,5,5.0,0.0,MI,Wankhede Stadium,20 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
83,Dwayne Bravo,2.2,12,2,6,5.14,7.0,RR,DY Patil Stadium,07 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
84,Makhaya Ntini,4.0,21,4,14,5.25,6.0,KKR,Eden Gardens,18 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
85,Shane Watson,4.0,21,2,11,5.25,12.0,DC,Sawai Mansingh Stadium,11 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
86,Shane Warne,4.0,21,2,11,5.25,12.0,DC,Wankhede Stadium,30 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
87,Munaf Patel,4.0,21,2,12,5.25,12.0,RCB,Sawai Mansingh Stadium,17 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
88,Sourav Ganguly,4.0,21,2,11,5.25,12.0,RCB,M. Chinnaswamy Stadium,18 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
89,Glenn McGrath,4.0,21,1,11,5.25,24.0,CSK,Chidambaram,02 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
90,Irfan Pathan,4.0,21,1,11,5.25,24.0,RR,Sawai Mansingh Stadium,21 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
91,Glenn McGrath,4.0,21,1,16,5.25,24.0,RR,Arun Jaitley Stadium,19 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
92,Pradeep Sangwan,4.0,21,1,9,5.25,24.0,MI,DY Patil Stadium,04 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
93,Manpreet Gony,4.0,21,1,12,5.25,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
94,Makhaya Ntini,4.0,21,0,11,5.25,0.0,RR,DY Patil Stadium,01 June 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
95,Scott Styris,3.0,16,0,6,5.33,0.0,CSK,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
96,Yusuf Pathan,4.0,22,3,10,5.5,8.0,CSK,DY Patil Stadium,01 June 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
97,Praveen Kumar,4.0,22,2,13,5.5,12.0,PBKS,M. Chinnaswamy Stadium,05 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
98,Munaf Patel,4.0,22,2,14,5.5,12.0,KKR,Eden Gardens,20 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
99,Vinay Kumar,2.0,11,1,6,5.5,12.0,PBKS,IS Bindra Stadium,12 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
100,Muttiah Muralitharan,4.0,22,1,8,5.5,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
101,Pragyan Ojha,4.0,22,1,10,5.5,24.0,CSK,Chidambaram,06 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
102,MF Maharoof,4.0,22,1,13,5.5,24.0,RR,Sawai Mansingh Stadium,11 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
103,Piyush Chawla,4.0,22,1,13,5.5,24.0,MI,Wankhede Stadium,21 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
104,Yuvraj Singh,2.0,11,1,5,5.5,12.0,DC,IS Bindra Stadium,27 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
105,Glenn McGrath,4.0,22,0,15,5.5,0.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,22 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
106,Anil Kumble,4.0,22,0,10,5.5,0.0,RR,M. Chinnaswamy Stadium,26 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
107,Glenn McGrath,4.0,22,0,8,5.5,0.0,KKR,Eden Gardens,13 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
108,Praveen Kumar,2.4,15,0,6,5.62,0.0,PBKS,IS Bindra Stadium,12 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
109,Balachandra Akhil,3.0,17,2,6,5.66,9.0,MI,Wankhede Stadium,20 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
110,Paidikalva Vijaykumar,3.0,17,1,11,5.66,18.0,CSK,Chidambaram,06 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
111,Makhaya Ntini,3.0,17,0,9,5.66,0.0,RR,Sawai Mansingh Stadium,04 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
112,Ashish Nehra,3.0,17,0,11,5.66,0.0,KKR,Wankhede Stadium,16 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
113,Umar Gul,4.0,23,4,13,5.75,6.0,PBKS,Eden Gardens,25 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
114,Shane Warne,4.0,23,3,9,5.75,8.0,RCB,Sawai Mansingh Stadium,17 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
115,Praveen Kumar,4.0,23,3,11,5.75,8.0,DEC,M. Chinnaswamy Stadium,03 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
116,Shahid Afridi,4.0,23,2,9,5.75,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
117,Makhaya Ntini,4.0,23,2,14,5.75,12.0,PBKS,Wankhede Stadium,31 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
118,Shane Warne,4.0,23,1,14,5.75,24.0,RCB,M. Chinnaswamy Stadium,26 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
119,Ajit Agarkar,4.0,23,1,13,5.75,24.0,MI,Eden Gardens,29 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
120,Shahid Afridi,4.0,23,1,6,5.75,24.0,RCB,M. Chinnaswamy Stadium,03 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
121,Yo Mahesh,4.0,23,1,9,5.75,24.0,PBKS,IS Bindra Stadium,27 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
122,Irfan Pathan,4.0,23,1,9,5.75,24.0,RCB,IS Bindra Stadium,12 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
123,Glenn McGrath,4.0,23,0,8,5.75,0.0,CSK,Arun Jaitley Stadium,08 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
124,Pragyan Ojha,4.0,23,0,8,5.75,0.0,MI,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
125,Shaun Pollock,4.0,23,0,9,5.75,0.0,RCB,M. Chinnaswamy Stadium,28 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
126,Sourav Ganguly,4.0,23,0,8,5.75,0.0,DC,Eden Gardens,13 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
127,Lakshmipathy Balaji,4.0,24,5,12,6.0,4.8,PBKS,Chidambaram,10 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
128,Dwayne Bravo,4.0,24,3,12,6.0,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
129,Zaheer Khan,4.0,24,2,9,6.0,12.0,DEC,M. Chinnaswamy Stadium,03 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
130,Yuvraj Singh,2.0,12,2,5,6.0,6.0,MI,Wankhede Stadium,21 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
131,Irfan Pathan,4.0,24,1,13,6.0,24.0,CSK,Wankhede Stadium,31 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
132,Abhishek Nayar,3.0,18,1,8,6.0,18.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,18 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
133,Ajantha Mendis,4.0,24,1,9,6.0,24.0,PBKS,Eden Gardens,25 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
134,RP Singh,4.0,24,1,13,6.0,24.0,RR,Sawai Mansingh Stadium,09 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
135,Zaheer Khan,4.0,24,1,14,6.0,24.0,RR,M. Chinnaswamy Stadium,26 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
136,Makhaya Ntini,4.0,24,1,12,6.0,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,27 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
137,Muttiah Muralitharan,4.0,24,1,11,6.0,24.0,DEC,Chidambaram,06 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
138,Ashok Dinda,3.0,18,1,9,6.0,18.0,DEC,Eden Gardens,20 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
139,Paidikalva Vijaykumar,4.0,24,1,11,6.0,24.0,DC,Arun Jaitley Stadium,15 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
140,Praveen Kumar,4.0,24,0,7,6.0,0.0,DC,Arun Jaitley Stadium,30 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
141,Paidikalva Vijaykumar,3.0,18,0,8,6.0,0.0,RCB,M. Chinnaswamy Stadium,03 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
142,Venugopal Rao,4.0,24,0,10,6.0,0.0,KKR,Rajiv Gandhi Intl. Cricket Stadium,11 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
143,Ashish Nehra,3.0,18,0,10,6.0,0.0,RR,Sawai Mansingh Stadium,26 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
144,Munaf Patel,4.0,24,0,8,6.0,0.0,DC,Sawai Mansingh Stadium,11 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
145,Ishant Sharma,3.0,18,0,6,6.0,0.0,DC,Eden Gardens,13 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
146,Piyush Chawla,4.0,25,3,12,6.25,8.0,RCB,M. Chinnaswamy Stadium,05 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
147,Ashish Nehra,4.0,25,3,10,6.25,8.0,DC,DY Patil Stadium,04 May 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
148,Ajit Agarkar,4.0,25,3,15,6.25,8.0,RCB,M. Chinnaswamy Stadium,18 April 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
149,Albie Morkel,4.0,25,2,9,6.25,12.0,RR,DY Patil Stadium,01 June 2008,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
150,Anil Kumble,3.1,5,5,13,1.57,3.8,RR,Newlands,18 April 2009,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
151,Muttiah Muralitharan,4.0,8,2,16,2.0,12.0,PBKS,Kingsmead,20 May 2009,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
152,Amit Singh,4.0,9,3,15,2.25,8.0,PBKS,Kingsmead,05 May 2009,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
153,Harbhajan Singh,4.0,9,1,15,2.25,24.0,PBKS,Supersport Park,12 May 2009,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
154,Praveen Kumar,3.0,7,2,15,2.33,9.0,RR,Newlands,18 April 2009,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
155,Muttiah Muralitharan,4.0,11,3,16,2.75,8.0,RCB,St George's Park,20 April 2009,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
156,Rohit Sharma,2.0,6,4,6,3.0,3.0,MI,Supersport Park,06 May 2009,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
157,Anil Kumble,4.0,12,2,14,3.0,12.0,CSK,Kingsmead,14 May 2009,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
158,Lasith Malinga,4.0,12,2,12,3.0,12.0,PBKS,Kingsmead,29 April 2009,All,Best Bowling Economy Per Innings,Best Bowling Economy Per Innings All Seasons Combine.csv
