Unnamed: 0,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year,Metric,Source_File
175,Jesse Ryder,18,6,300.0,4,0,PBKS,Kingsmead,24 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
176,Manish Pandey,18,6,300.0,0,2,DEC,Supersport Park,21 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
177,Yuvraj Singh,17,5,340.0,2,1,CSK,Supersport Park,07 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
178,Rahul Dravid,17,6,283.33,2,1,DEC,Newlands,22 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
179,Albie Morkel,17,5,340.0,1,2,KKR,Supersport Park,18 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
180,Rohit Sharma,17,5,340.0,1,2,PBKS,New Wanderers Stadium,17 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
181,Herschelle Gibbs,17,4,425.0,1,2,RCB,Supersport Park,21 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
182,Jacob Oram,17,4,425.0,1,2,DEC,Kingsmead,27 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
183,Dwayne Bravo,17,5,340.0,0,2,RCB,New Wanderers Stadium,03 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
184,Adam Gilchrist,17,5,340.0,4,0,DC,Kingsmead,13 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
185,Yuvraj Singh,17,5,340.0,1,2,RR,Kingsmead,05 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
186,Suresh Raina,17,4,425.0,1,2,DEC,Buffalo Park,04 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
187,Ravi Bopara,16,5,320.0,0,2,RCB,Kingsmead,24 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
188,Manish Pandey,16,6,266.66,2,1,DEC,Supersport Park,21 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
189,Adam Gilchrist,16,6,266.66,1,2,CSK,Kingsmead,27 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
190,Roelof van der Merwe,16,4,400.0,1,2,PBKS,Kingsmead,01 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
191,Dwayne Smith,16,6,266.66,1,2,CSK,Buffalo Park,04 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
192,Naman Ojha,16,6,266.66,1,2,PBKS,Kingsmead,05 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
193,Matthew Hayden,16,6,266.66,1,2,PBKS,Supersport Park,07 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
194,Kumar Sangakkara,15,5,300.0,2,0,DEC,New Wanderers Stadium,17 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
195,Brendon McCullum,15,5,300.0,3,0,RCB,Supersport Park,12 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
196,Rohit Sharma,15,5,300.0,2,1,KKR,Newlands,19 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
197,Ross Taylor,15,5,300.0,0,2,KKR,Supersport Park,12 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
198,Sourav Ganguly,15,4,375.0,0,2,RR,Newlands,23 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
199,Sachin Tendulkar,15,4,375.0,2,1,DEC,Kingsmead,25 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
200,Chris Gayle,15,5,300.0,2,1,PBKS,Kingsmead,21 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
201,Dwayne Smith,15,6,250.0,3,0,DC,Supersport Park,30 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
202,Brad Hodge,15,5,300.0,3,0,PBKS,St George's Park,03 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
203,Adam Gilchrist,15,4,375.0,2,1,DC,Supersport Park,22 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
204,Ross Taylor,15,5,300.0,3,0,KKR,Supersport Park,12 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
205,Mahela Jayawardena,15,4,375.0,0,2,DEC,De Beers Diamond Oval,09 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
206,Brendon McCullum,15,4,375.0,0,2,RCB,Supersport Park,12 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
207,Suresh Raina,15,5,300.0,2,1,PBKS,Supersport Park,07 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
208,Harbhajan Singh,14,4,350.0,0,2,KKR,St George's Park,27 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
209,Sanath Jayasuriya,14,5,280.0,2,1,CSK,St George's Park,16 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
210,JP Duminy,14,4,350.0,0,2,KKR,Buffalo Park,01 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
211,Mahela Jayawardena,14,5,280.0,1,1,CSK,Supersport Park,07 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
212,Brendon McCullum,14,5,280.0,2,1,CSK,Supersport Park,18 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
213,Suresh Raina,14,4,350.0,0,2,KKR,Supersport Park,18 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
214,JP Duminy,14,4,350.0,0,2,KKR,Buffalo Park,01 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
215,Matthew Hayden,14,5,280.0,3,0,RCB,Kingsmead,14 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
216,Sanath Jayasuriya,14,5,280.0,0,2,KKR,St George's Park,27 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
217,Naman Ojha,14,3,466.66,2,1,RCB,Supersport Park,07 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
218,Mahela Jayawardena,14,5,280.0,1,1,KKR,Kingsmead,21 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
219,Brad Hodge,14,4,350.0,0,2,CSK,Supersport Park,18 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
220,Tirumalasetti Suman,14,4,350.0,1,1,DC,Supersport Park,30 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
221,Virat Kohli,14,3,466.66,0,2,DEC,Supersport Park,21 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
222,Adam Gilchrist,14,5,280.0,2,1,RCB,Newlands,22 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
223,Sachin Tendulkar,14,5,280.0,3,0,RR,Kingsmead,14 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
224,Subramaniam Badrinath,14,5,280.0,2,1,DC,New Wanderers Stadium,02 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
225,Sanath Jayasuriya,14,5,280.0,1,1,CSK,St George's Park,16 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
226,Mark Boucher,14,5,280.0,1,1,MI,St George's Park,10 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
227,Brad Hodge,14,6,233.33,2,1,RCB,Kingsmead,29 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
228,Matthew Hayden,14,5,280.0,3,0,MI,Newlands,18 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
229,Adam Gilchrist,13,5,260.0,0,2,RCB,Newlands,22 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
230,Luke Pomersbach,13,6,216.66,1,1,CSK,Kingsmead,20 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
231,Tirumalasetti Suman,13,4,325.0,0,2,MI,Supersport Park,06 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
232,Adam Gilchrist,13,5,260.0,0,2,KKR,New Wanderers Stadium,16 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
233,Robin Uthappa,13,4,325.0,3,0,MI,New Wanderers Stadium,03 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
234,Andrew Flintoff,13,6,216.66,1,1,MI,Newlands,18 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
235,Yusuf Pathan,13,4,325.0,0,2,DEC,St George's Park,02 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
236,Irfan Pathan,13,5,260.0,1,1,KKR,Kingsmead,21 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
237,Shane Warne,13,4,325.0,0,2,DEC,St George's Park,02 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
238,Lee Carseldine,13,6,216.66,3,0,DEC,St George's Park,02 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
239,Jacques Kallis,13,4,325.0,0,2,MI,New Wanderers Stadium,03 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
240,Robin Uthappa,13,4,325.0,1,1,MI,New Wanderers Stadium,03 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
241,Wriddhiman Saha,13,5,260.0,1,1,CSK,Supersport Park,18 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
242,Chris Gayle,13,4,325.0,0,2,RR,Newlands,23 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
243,Andrew Symonds,13,6,216.66,0,1,DC,Kingsmead,13 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
244,Munaf Patel,13,5,260.0,3,0,DC,OUTsurance Oval,17 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
245,Karan Goel,13,5,260.0,0,2,DC,Newlands,19 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
246,Ross Taylor,13,5,260.0,0,2,KKR,Supersport Park,12 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
247,Yusuf Pathan,13,3,433.33,0,2,DC,Supersport Park,28 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
248,Herschelle Gibbs,13,5,260.0,0,2,RCB,Supersport Park,21 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
249,Herschelle Gibbs,13,4,325.0,1,1,KKR,Newlands,19 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
250,Sunny Sohal,13,3,433.33,0,2,KKR,St George's Park,03 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
251,Jacques Kallis,13,5,260.0,1,1,DC,New Wanderers Stadium,19 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
252,Manish Pandey,13,5,260.0,3,0,CSK,New Wanderers Stadium,23 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
253,Sanath Jayasuriya,13,3,433.33,1,1,RCB,New Wanderers Stadium,03 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
254,Abhishek Nayar,13,5,260.0,2,0,RR,Kingsmead,14 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
255,Suresh Raina,13,3,433.33,0,2,RR,Supersport Park,30 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
256,Adam Gilchrist,13,4,325.0,1,1,DC,Supersport Park,22 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
257,Ajinkya Rahane,13,6,216.66,1,1,DC,Supersport Park,21 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
258,Adam Gilchrist,13,5,260.0,0,2,DC,Kingsmead,13 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
259,Yuvraj Singh,13,4,325.0,1,1,RCB,Kingsmead,24 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
260,Subramaniam Badrinath,12,6,200.0,2,0,RR,De Beers Diamond Oval,09 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
261,Yusuf Pathan,12,4,300.0,1,1,DC,Supersport Park,28 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
262,Moises Henriques,12,4,300.0,1,1,DC,Kingsmead,05 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
263,Shreevats Goswami,12,5,240.0,2,0,KKR,Kingsmead,29 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
264,Mark Boucher,12,5,240.0,0,2,DC,St George's Park,26 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
265,Rohit Sharma,12,4,300.0,1,1,PBKS,New Wanderers Stadium,17 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
266,Swapnil Asnodkar,12,5,240.0,1,1,DEC,De Beers Diamond Oval,11 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
267,Suresh Raina,12,6,200.0,1,1,RR,Supersport Park,30 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
268,Adam Gilchrist,12,5,240.0,1,1,RCB,Newlands,22 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
269,Simon Katich,12,6,200.0,2,0,CSK,Supersport Park,07 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
270,Mark Boucher,12,4,300.0,2,0,KKR,Kingsmead,29 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
271,Matthew Hayden,12,6,200.0,1,1,PBKS,Supersport Park,07 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
272,Suresh Raina,12,6,200.0,1,1,RR,De Beers Diamond Oval,09 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
273,Amit Mishra,12,3,400.0,1,1,MI,Supersport Park,21 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
274,Yusuf Pathan,12,4,300.0,3,0,KKR,Newlands,23 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
275,Adam Gilchrist,12,6,200.0,3,0,RCB,Newlands,22 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
276,Mahela Jayawardena,12,5,240.0,2,0,RCB,Kingsmead,01 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
277,Subramaniam Badrinath,12,4,300.0,1,1,DC,New Wanderers Stadium,02 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
278,Parthiv Patel,12,5,240.0,3,0,RCB,New Wanderers Stadium,23 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
279,Ross Taylor,12,4,300.0,0,2,DC,New Wanderers Stadium,19 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
280,Brad Hodge,12,5,240.0,2,0,CSK,Supersport Park,18 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
281,Roelof van der Merwe,12,6,200.0,0,2,DEC,New Wanderers Stadium,24 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
282,Abhishek Nayar,12,5,240.0,2,0,RCB,New Wanderers Stadium,03 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
283,Pinal Shah,12,5,240.0,0,2,DEC,Supersport Park,06 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
284,Ajinkya Rahane,12,6,200.0,2,0,DC,Supersport Park,21 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
285,Robin Uthappa,12,3,400.0,1,1,MI,New Wanderers Stadium,03 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
286,Irfan Pathan,12,3,400.0,0,2,DC,OUTsurance Oval,15 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
287,Kumar Sangakkara,12,5,240.0,1,1,RCB,Kingsmead,24 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
288,Andrew Symonds,12,5,240.0,2,0,DC,Supersport Park,22 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
289,Venugopal Rao,12,5,240.0,2,0,MI,Supersport Park,06 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
290,Rahul Dravid,11,5,220.0,2,0,RR,Newlands,18 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
291,Rohit Sharma,11,4,275.0,1,1,RR,St George's Park,02 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
292,Jacques Kallis,11,4,275.0,0,1,PBKS,Kingsmead,24 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
293,Andrew Symonds,11,5,220.0,0,1,DC,Kingsmead,13 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
294,Ravi Bopara,11,4,275.0,1,1,RCB,Kingsmead,24 April 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
295,Dwayne Bravo,11,5,220.0,0,1,PBKS,Supersport Park,12 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
296,Ravindra Jadeja,11,4,275.0,1,1,CSK,De Beers Diamond Oval,09 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
297,MS Dhoni,11,4,275.0,2,0,PBKS,Supersport Park,07 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
298,Dwaraka Ravi Teja,11,6,183.33,2,0,DC,Kingsmead,13 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
299,Ravindra Jadeja,11,6,183.33,2,0,MI,Kingsmead,14 May 2009,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
300,Robin Uthappa,25,6,416.66,1,3,PBKS,M. Chinnaswamy Stadium,16 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
301,Murali Vijay,24,6,400.0,3,2,RR,Narendra Modi Stadium,28 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
302,Yusuf Pathan,24,5,480.0,3,2,MI,Brabourne Stadium,13 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
303,Kieron Pollard,24,5,480.0,1,3,DC,Brabourne Stadium,13 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
304,Chris Gayle,24,4,600.0,0,4,PBKS,Eden Gardens,04 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
305,Murali Vijay,24,6,400.0,1,3,RCB,Chidambaram,31 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
306,Robin Uthappa,23,5,460.0,1,3,CSK,M. Chinnaswamy Stadium,23 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
307,Adam Gilchrist,22,5,440.0,2,2,PBKS,Barabati Stadium,19 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
308,Jacques Kallis,22,5,440.0,1,3,PBKS,M. Chinnaswamy Stadium,16 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
309,Kieron Pollard,22,6,366.66,2,2,CSK,DY Patil Stadium,25 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
310,Shane Watson,22,5,440.0,1,3,CSK,Chidambaram,03 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
311,Virat Kohli,22,6,366.66,2,2,DEC,M. Chinnaswamy Stadium,08 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
312,Manoj Tiwary,21,5,420.0,2,2,PBKS,IS Bindra Stadium,27 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
313,Paras Dogra,21,6,350.0,2,2,MI,Brabourne Stadium,13 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
314,Sachin Tendulkar,20,6,333.33,1,2,RR,Sawai Mansingh Stadium,11 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
315,Irfan Pathan,20,4,500.0,2,2,DEC,Barabati Stadium,19 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
316,Mahela Jayawardena,20,6,333.33,5,0,DEC,HPCA Stadium,16 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
317,Matthew Hayden,20,5,400.0,0,3,DC,Arun Jaitley Stadium,19 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
318,David Warner,20,6,333.33,2,2,DEC,Barabati Stadium,21 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
319,Kieron Pollard,20,5,400.0,0,3,RCB,M. Chinnaswamy Stadium,17 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
320,JP Duminy,19,6,316.66,1,2,RCB,M. Chinnaswamy Stadium,17 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
321,Michael Lumb,19,5,380.0,3,1,PBKS,Sawai Mansingh Stadium,07 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
322,Robin Uthappa,19,5,380.0,1,2,PBKS,IS Bindra Stadium,02 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
323,Murali Vijay,19,4,475.0,0,3,RR,Chidambaram,03 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
324,Harbhajan Singh,19,6,316.66,3,1,DEC,DY Patil Stadium,28 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
325,Albie Morkel,19,4,475.0,0,3,RR,Narendra Modi Stadium,28 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
326,Ross Taylor,19,5,380.0,0,3,DC,Arun Jaitley Stadium,04 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
327,MS Dhoni,18,4,450.0,1,2,PBKS,HPCA Stadium,18 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
328,Ambati Rayudu,18,5,360.0,2,1,DEC,Brabourne Stadium,03 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
329,Yusuf Pathan,18,4,450.0,0,3,MI,Brabourne Stadium,13 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
330,Paul Collingwood,18,6,300.0,1,2,RCB,Arun Jaitley Stadium,04 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
331,Suresh Raina,18,5,360.0,0,2,MI,DY Patil Stadium,25 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
332,Manvinder Bisla,18,6,300.0,3,1,RR,IS Bindra Stadium,24 March 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
333,Kevin Pietersen,18,6,300.0,3,1,RR,Sawai Mansingh Stadium,14 April 2010,All,Most Runs Per Over,Most Runs Per Over All Seasons Combine.csv
